1526742501,0.1,0.0004,40,55
1526742589,0.1,0.0004,40,60
1526742654,0.1,0.0004,40,65
1526742726,0.1,0.0004,40,70
1526742812,0.1,0.0004,40,75
1526742884,0.1,0.0004,50,55
1526742943,0.1,0.0004,50,60
1526743030,0.1,0.0004,50,65
1526743099,0.1,0.0004,50,70
1526743170,0.1,0.0004,50,75
1526743245,0.1,0.0004,60,55
1526743338,0.1,0.0004,60,60
1526743417,0.1,0.0004,60,65
1526743500,0.1,0.0004,60,70
1526743594,0.1,0.0004,60,75
1526743675,0.1,0.0004,70,55
1526743770,0.1,0.0004,70,60
1526743863,0.1,0.0004,70,65
1526743938,0.1,0.0004,70,70
1526744023,0.1,0.0004,70,75
1526744096,0.1,0.0004,80,55
1526744191,0.1,0.0004,80,60
1526744276,0.1,0.0004,80,65
1526744344,0.1,0.0004,80,70
1526744417,0.1,0.0004,80,75
1526744477,0.1,0.0008,40,55
1526744539,0.1,0.0008,40,60
1526744613,0.1,0.0008,40,65
1526744675,0.1,0.0008,40,70
1526744748,0.1,0.0008,40,75
1526744815,0.1,0.0008,50,55
1526744896,0.1,0.0008,50,60
1526744976,0.1,0.0008,50,65
1526745047,0.1,0.0008,50,70
1526745117,0.1,0.0008,50,75
1526745189,0.1,0.0008,60,55
1526745247,0.1,0.0008,60,60
1526745311,0.1,0.0008,60,65
1526745394,0.1,0.0008,60,70
1526745481,0.1,0.0008,60,75
1526745568,0.1,0.0008,70,55
1526745639,0.1,0.0008,70,60
1526745704,0.1,0.0008,70,65
1526745783,0.1,0.0008,70,70
1526745868,0.1,0.0008,70,75
1526745939,0.1,0.0008,80,55
1526746000,0.1,0.0008,80,60
1526746079,0.1,0.0008,80,65
1526746144,0.1,0.0008,80,70
1526746218,0.1,0.0008,80,75
1526746289,0.1,0.0012,40,55
1526746369,0.1,0.0012,40,60
1526746456,0.1,0.0012,40,65
1526746533,0.1,0.0012,40,70
1526746604,0.1,0.0012,40,75
1526746702,0.1,0.0012,50,55
1526746782,0.1,0.0012,50,60
1526746871,0.1,0.0012,50,65
1526746953,0.1,0.0012,50,70
1526747024,0.1,0.0012,50,75
1526747094,0.1,0.0012,60,55
1526747175,0.1,0.0012,60,60
1526747244,0.1,0.0012,60,65
1526747327,0.1,0.0012,60,70
1526747397,0.1,0.0012,60,75
1526747470,0.1,0.0012,70,55
1526747530,0.1,0.0012,70,60
1526747595,0.1,0.0012,70,65
1526747700,0.1,0.0012,70,70
1526747782,0.1,0.0012,70,75
1526747875,0.1,0.0012,80,55
1526747969,0.1,0.0012,80,60
1526748044,0.1,0.0012,80,65
1526748127,0.1,0.0012,80,70
1526748203,0.1,0.0012,80,75
1526748302,0.1,0.0016,40,55
1526748391,0.1,0.0016,40,60
1526748483,0.1,0.0016,40,65
1526748577,0.1,0.0016,40,70
1526748667,0.1,0.0016,40,75
1526748765,0.1,0.0016,50,55
1526748859,0.1,0.0016,50,60
1526748950,0.1,0.0016,50,65
1526749036,0.1,0.0016,50,70
1526749121,0.1,0.0016,50,75
1526749208,0.1,0.0016,60,55
1526749292,0.1,0.0016,60,60
1526749389,0.1,0.0016,60,65
1526749473,0.1,0.0016,60,70
1526749575,0.1,0.0016,60,75
1526749675,0.1,0.0016,70,55
1526749757,0.1,0.0016,70,60
1526749847,0.1,0.0016,70,65
1526749942,0.1,0.0016,70,70
1526750006,0.1,0.0016,70,75
1526750089,0.1,0.0016,80,55
1526750206,0.1,0.0016,80,60
1526750291,0.1,0.0016,80,65
1526750380,0.1,0.0016,80,70
1526750474,0.1,0.0016,80,75
1526750561,0.2,0.0004,40,55
1526750647,0.2,0.0004,40,60
1526750727,0.2,0.0004,40,65
1526750808,0.2,0.0004,40,70
1526750878,0.2,0.0004,40,75
1526750980,0.2,0.0004,50,55
1526751086,0.2,0.0004,50,60
1526751185,0.2,0.0004,50,65
1526751269,0.2,0.0004,50,70
1526751356,0.2,0.0004,50,75
1526751437,0.2,0.0004,60,55
1526751498,0.2,0.0004,60,60
1526751577,0.2,0.0004,60,65
1526751672,0.2,0.0004,60,70
1526751760,0.2,0.0004,60,75
1526751840,0.2,0.0004,70,55
1526751924,0.2,0.0004,70,60
1526752015,0.2,0.0004,70,65
1526752112,0.2,0.0004,70,70
1526752188,0.2,0.0004,70,75
1526752300,0.2,0.0004,80,55
1526752387,0.2,0.0004,80,60
1526752476,0.2,0.0004,80,65
1526752563,0.2,0.0004,80,70
1526752665,0.2,0.0004,80,75
1526752768,0.2,0.0008,40,55
1526752849,0.2,0.0008,40,60
1526752930,0.2,0.0008,40,65
1526753015,0.2,0.0008,40,70
1526753116,0.2,0.0008,40,75
1526753200,0.2,0.0008,50,55
1526753279,0.2,0.0008,50,60
1526753358,0.2,0.0008,50,65
1526753434,0.2,0.0008,50,70
1526753512,0.2,0.0008,50,75
1526753584,0.2,0.0008,60,55
1526753687,0.2,0.0008,60,60
1526753780,0.2,0.0008,60,65
1526753860,0.2,0.0008,60,70
1526753946,0.2,0.0008,60,75
1526754044,0.2,0.0008,70,55
1526754129,0.2,0.0008,70,60
1526754228,0.2,0.0008,70,65
1526754316,0.2,0.0008,70,70
1526754386,0.2,0.0008,70,75
1526754501,0.2,0.0008,80,55
1526754578,0.2,0.0008,80,60
1526754677,0.2,0.0008,80,65
1526754750,0.2,0.0008,80,70
1526754845,0.2,0.0008,80,75
1526754942,0.2,0.0012,40,55
1526755022,0.2,0.0012,40,60
1526755105,0.2,0.0012,40,65
1526755222,0.2,0.0012,40,70
1526755321,0.2,0.0012,40,75
1526755404,0.2,0.0012,50,55
1526755507,0.2,0.0012,50,60
1526755613,0.2,0.0012,50,65
1526755704,0.2,0.0012,50,70
1526755779,0.2,0.0012,50,75
1526755864,0.2,0.0012,60,55
1526755961,0.2,0.0012,60,60
1526756047,0.2,0.0012,60,65
1526756130,0.2,0.0012,60,70
1526756215,0.2,0.0012,60,75
1526756302,0.2,0.0012,70,55
1526756373,0.2,0.0012,70,60
1526756465,0.2,0.0012,70,65
1526756557,0.2,0.0012,70,70
1526756651,0.2,0.0012,70,75
1526756741,0.2,0.0012,80,55
1526756842,0.2,0.0012,80,60
1526756933,0.2,0.0012,80,65
1526757023,0.2,0.0012,80,70
1526757095,0.2,0.0012,80,75
1526757176,0.2,0.0016,40,55
1526757283,0.2,0.0016,40,60
1526757383,0.2,0.0016,40,65
1526757481,0.2,0.0016,40,70
1526757589,0.2,0.0016,40,75
1526757695,0.2,0.0016,50,55
1526757789,0.2,0.0016,50,60
1526757908,0.2,0.0016,50,65
1526757993,0.2,0.0016,50,70
1526758081,0.2,0.0016,50,75
1526758171,0.2,0.0016,60,55
1526758260,0.2,0.0016,60,60
1526758346,0.2,0.0016,60,65
1526758437,0.2,0.0016,60,70
1526758540,0.2,0.0016,60,75
1526758627,0.2,0.0016,70,55
1526758717,0.2,0.0016,70,60
1526758801,0.2,0.0016,70,65
1526758895,0.2,0.0016,70,70
1526758993,0.2,0.0016,70,75
1526759075,0.2,0.0016,80,55
1526759152,0.2,0.0016,80,60
1526759243,0.2,0.0016,80,65
1526759332,0.2,0.0016,80,70
1526759449,0.2,0.0016,80,75
1526759558,0.4,0.0004,40,55
1526759640,0.4,0.0004,40,60
1526759724,0.4,0.0004,40,65
1526759816,0.4,0.0004,40,70
1526759898,0.4,0.0004,40,75
1526759986,0.4,0.0004,50,55
1526760084,0.4,0.0004,50,60
1526760162,0.4,0.0004,50,65
1526760247,0.4,0.0004,50,70
1526760324,0.4,0.0004,50,75
1526760408,0.4,0.0004,60,55
1526760490,0.4,0.0004,60,60
1526760555,0.4,0.0004,60,65
1526760625,0.4,0.0004,60,70
1526760693,0.4,0.0004,60,75
1526760761,0.4,0.0004,70,55
1526760831,0.4,0.0004,70,60
1526760907,0.4,0.0004,70,65
1526760984,0.4,0.0004,70,70
1526761064,0.4,0.0004,70,75
1526761141,0.4,0.0004,80,55
1526761226,0.4,0.0004,80,60
1526761304,0.4,0.0004,80,65
1526761389,0.4,0.0004,80,70
1526761461,0.4,0.0004,80,75
1526761530,0.4,0.0008,40,55
1526761614,0.4,0.0008,40,60
1526761690,0.4,0.0008,40,65
1526761749,0.4,0.0008,40,70
1526761828,0.4,0.0008,40,75
1526761895,0.4,0.0008,50,55
1526761971,0.4,0.0008,50,60
1526762046,0.4,0.0008,50,65
1526762117,0.4,0.0008,50,70
1526762200,0.4,0.0008,50,75
1526762263,0.4,0.0008,60,55
1526762339,0.4,0.0008,60,60
1526762409,0.4,0.0008,60,65
1526762495,0.4,0.0008,60,70
1526762590,0.4,0.0008,60,75
1526762665,0.4,0.0008,70,55
1526762727,0.4,0.0008,70,60
1526762802,0.4,0.0008,70,65
1526762903,0.4,0.0008,70,70
1526762993,0.4,0.0008,70,75
1526763074,0.4,0.0008,80,55
1526763148,0.4,0.0008,80,60
1526763221,0.4,0.0008,80,65
1526763291,0.4,0.0008,80,70
1526763361,0.4,0.0008,80,75
1526763424,0.4,0.0012,40,55
