0.1,0.0004,40,55
0.1,0.0004,40,60
0.1,0.0004,40,65
0.1,0.0004,40,70
0.1,0.0004,40,75
0.1,0.0004,50,55
0.1,0.0004,50,60
0.1,0.0004,50,65
0.1,0.0004,50,70
0.1,0.0004,50,75
0.1,0.0004,60,55
0.1,0.0004,60,60
0.1,0.0004,60,65
0.1,0.0004,60,70
0.1,0.0004,60,75
0.1,0.0004,70,55
0.1,0.0004,70,60
0.1,0.0004,70,65
0.1,0.0004,70,70
0.1,0.0004,70,75
0.1,0.0004,80,55
0.1,0.0004,80,60
0.1,0.0004,80,65
0.1,0.0004,80,70
0.1,0.0004,80,75
0.1,0.0008,40,55
0.1,0.0008,40,60
0.1,0.0008,40,65
0.1,0.0008,40,70
0.1,0.0008,40,75
0.1,0.0008,50,55
0.1,0.0008,50,60
0.1,0.0008,50,65
0.1,0.0008,50,70
0.1,0.0008,50,75
0.1,0.0008,60,55
0.1,0.0008,60,60
0.1,0.0008,60,65
0.1,0.0008,60,70
0.1,0.0008,60,75
0.1,0.0008,70,55
0.1,0.0008,70,60
0.1,0.0008,70,65
0.1,0.0008,70,70
0.1,0.0008,70,75
0.1,0.0008,80,55
0.1,0.0008,80,60
0.1,0.0008,80,65
0.1,0.0008,80,70
0.1,0.0008,80,75
0.1,0.0012,40,55
0.1,0.0012,40,60
0.1,0.0012,40,65
0.1,0.0012,40,70
0.1,0.0012,40,75
0.1,0.0012,50,55
0.1,0.0012,50,60
0.1,0.0012,50,65
0.1,0.0012,50,70
0.1,0.0012,50,75
0.1,0.0012,60,55
0.1,0.0012,60,60
0.1,0.0012,60,65
0.1,0.0012,60,70
0.1,0.0012,60,75
0.1,0.0012,70,55
0.1,0.0012,70,60
0.1,0.0012,70,65
0.1,0.0012,70,70
0.1,0.0012,70,75
0.1,0.0012,80,55
0.1,0.0012,80,60
0.1,0.0012,80,65
0.1,0.0012,80,70
0.1,0.0012,80,75
0.1,0.0016,40,55
0.1,0.0016,40,60
0.1,0.0016,40,65
0.1,0.0016,40,70
0.1,0.0016,40,75
0.1,0.0016,50,55
0.1,0.0016,50,60
0.1,0.0016,50,65
0.1,0.0016,50,70
0.1,0.0016,50,75
0.1,0.0016,60,55
0.1,0.0016,60,60
0.1,0.0016,60,65
0.1,0.0016,60,70
0.1,0.0016,60,75
0.1,0.0016,70,55
0.1,0.0016,70,60
0.1,0.0016,70,65
0.1,0.0016,70,70
0.1,0.0016,70,75
0.1,0.0016,80,55
0.1,0.0016,80,60
0.1,0.0016,80,65
0.1,0.0016,80,70
0.1,0.0016,80,75
0.2,0.0004,40,55
0.2,0.0004,40,60
0.2,0.0004,40,65
0.2,0.0004,40,70
0.2,0.0004,40,75
0.2,0.0004,50,55
0.2,0.0004,50,60
0.2,0.0004,50,65
0.2,0.0004,50,70
0.2,0.0004,50,75
0.2,0.0004,60,55
0.2,0.0004,60,60
0.2,0.0004,60,65
0.2,0.0004,60,70
0.2,0.0004,60,75
0.2,0.0004,70,55
0.2,0.0004,70,60
0.2,0.0004,70,65
0.2,0.0004,70,70
0.2,0.0004,70,75
0.2,0.0004,80,55
0.2,0.0004,80,60
0.2,0.0004,80,65
0.2,0.0004,80,70
0.2,0.0004,80,75
0.2,0.0008,40,55
0.2,0.0008,40,60
0.2,0.0008,40,65
0.2,0.0008,40,70
0.2,0.0008,40,75
0.2,0.0008,50,55
0.2,0.0008,50,60
0.2,0.0008,50,65
0.2,0.0008,50,70
0.2,0.0008,50,75
0.2,0.0008,60,55
0.2,0.0008,60,60
0.2,0.0008,60,65
0.2,0.0008,60,70
0.2,0.0008,60,75
0.2,0.0008,70,55
0.2,0.0008,70,60
0.2,0.0008,70,65
0.2,0.0008,70,70
0.2,0.0008,70,75
0.2,0.0008,80,55
0.2,0.0008,80,60
0.2,0.0008,80,65
0.2,0.0008,80,70
0.2,0.0008,80,75
0.2,0.0012,40,55
0.2,0.0012,40,60
0.2,0.0012,40,65
0.2,0.0012,40,70
0.2,0.0012,40,75
0.2,0.0012,50,55
0.2,0.0012,50,60
0.2,0.0012,50,65
0.2,0.0012,50,70
0.2,0.0012,50,75
0.2,0.0012,60,55
0.2,0.0012,60,60
0.2,0.0012,60,65
0.2,0.0012,60,70
0.2,0.0012,60,75
0.2,0.0012,70,55
0.2,0.0012,70,60
0.2,0.0012,70,65
0.2,0.0012,70,70
0.2,0.0012,70,75
0.2,0.0012,80,55
0.2,0.0012,80,60
0.2,0.0012,80,65
0.2,0.0012,80,70
0.2,0.0012,80,75
0.2,0.0016,40,55
0.2,0.0016,40,60
0.2,0.0016,40,65
0.2,0.0016,40,70
0.2,0.0016,40,75
0.2,0.0016,50,55
0.2,0.0016,50,60
0.2,0.0016,50,65
0.2,0.0016,50,70
0.2,0.0016,50,75
0.2,0.0016,60,55
0.2,0.0016,60,60
0.2,0.0016,60,65
0.2,0.0016,60,70
0.2,0.0016,60,75
0.2,0.0016,70,55
0.2,0.0016,70,60
0.2,0.0016,70,65
0.2,0.0016,70,70
0.2,0.0016,70,75
0.2,0.0016,80,55
0.2,0.0016,80,60
0.2,0.0016,80,65
0.2,0.0016,80,70
0.2,0.0016,80,75
0.4,0.0004,40,55
