0.366667,0.001011,58.245614,65.426065,0.001137,16.12782,12.744361,8.06015,35.789474,22.894737,20572.28585
0.177193,0.000895,56.140351,66.027569,0.001526,20.338346,19.097744,4.315789,24.962406,27.631579,9637.170813
0.715789,0.001554,42.406015,69.385965,0.000726,15.37594,19.210526,2.488722,13.345865,11.22807,7747.455629
0.768421,0.000856,65.162907,74.298246,0.000737,20.93985,16.541353,6.458647,5,12.192982,6317.258954
0.324561,0.000814,55.438596,71.390977,0.000309,11.052632,10.902256,10,42.781955,24.912281,18610.60051
0.559649,0.001326,48.02005,66.679198,0.000509,11.315789,16.240602,9.18797,33.759398,38.684211,10925.53633
0.289474,0.001589,76.691729,59.360902,0.0006,10.18797,21.766917,5.037594,44.022556,7.982456,15325.02549
0.126316,0.000519,76.290727,59.010025,0.001519,14.774436,19.360902,2.37594,8.045113,38.333333,14485.77203
0.27193,0.000747,48.521303,71.641604,0.000839,22.631579,15.150376,7.789474,18.082707,14.035088,9028.732784
0.526316,0.000937,49.423559,70.989975,0.000898,24.661654,20.112782,8.93985,23.157895,32.45614,3396.141076
0.168421,0.001281,56.0401,57.556391,0.001112,18.233083,16.12782,1.609023,45.37594,9.912281,13523.93977
0.675439,0.000909,58.446115,60.012531,0.000274,23.796992,22.518797,7.180451,18.195489,7.105263,858.8857037
0.708772,0.000207,70.576441,73.095238,0.001509,14.586466,19.962406,4.473684,19.548872,22.105263,15878.76615
0.124561,0.001018,66.065163,67.180451,0.00054,13.007519,20.037594,4.766917,36.466165,18.508772,7711.496389
0.294737,0.001404,45.714286,63.721805,0.000719,15.864662,18.308271,3.774436,48.646617,11.666667,7921.168411
0.415789,0.000232,49.62406,74.24812,0.001533,12.218045,18.796992,3.977444,43.684211,24.561404,19448.67769
0.312281,0.000474,63.057644,62.218045,0.000842,20.263158,15.451128,5.849624,19.43609,27.807018,8310.852302
0.615789,0.000218,52.83208,56.854637,0.000635,21.766917,11.992481,6.097744,12.330827,11.140351,13677.94164
0.440351,0.000804,58.145363,62.719298,0.001365,13.045113,10.827068,8.984962,26.090226,6.403509,33946.18458
0.77193,0.00094,65.964912,57.205514,0.000316,18.045113,10.789474,6.210526,42.443609,34.473684,9787.945575
0.775439,0.000667,42.706767,71.591479,0.000361,19.43609,22.631579,8.150376,33.87218,15.964912,1210.040059
0.726316,0.000274,54.937343,73.145363,0.000877,10.601504,16.992481,6.593985,17.293233,31.754386,17121.24956
0.761404,0.001214,68.571429,64.724311,0.000389,13.834586,10.977444,3.684211,47.969925,24.824561,15931.31953
0.682456,0.001558,49.122807,67.681704,0.001568,19.24812,17.706767,5.511278,7.932331,36.315789,11737.33357
0.717544,0.000228,47.117794,55.501253,0.000944,12.857143,20.639098,1,43.233083,25.614035,11973.4799
0.8,0.000839,75.288221,58.809524,0.000526,24.473684,11.315789,3.571429,10.864662,10.877193,13489.91845
0.264912,0.001239,64.761905,68.032581,0.000312,17.368421,22.142857,7.225564,15.93985,17.017544,1454.613244
0.731579,0.000691,64.962406,62.368421,0.000796,15.150376,19.323308,4.654135,47.293233,31.315789,7599.506932
0.666667,0.001042,55.037594,72.894737,0.001232,22.105263,10.639098,1.947368,37.819549,14.473684,21081.53611
0.219298,0.000849,52.631579,66.578947,0.001021,10.300752,11.842105,4.406015,45.263158,32.982456,29954.50227
0.461404,0.001312,64.06015,65.776942,0.000828,12.894737,11.12782,9.571429,17.180451,22.807018,26404.55038
0.392982,0.000368,77.493734,70.388471,0.000558,22.218045,22.706767,4.067669,10.639098,20.526316,1614.669275
0.636842,0.000712,53.433584,65.37594,0.000593,10.150376,22.330827,8.37594,38.496241,22.54386,12155.79644
0.705263,0.001533,41.403509,63.02005,0.000467,21.879699,16.052632,4,36.804511,21.929825,3835.960184
0.159649,0.000516,78.195489,68.132832,0.00093,23.233083,17.368421,5.082707,20,36.491228,5506.535738
0.617544,0.000407,70.776942,65.927318,0.001281,24.24812,11.466165,1.496241,31.954887,37.45614,15282.94933
0.610526,0.001393,78.897243,65.676692,0.001011,22.481203,15.300752,2.578947,42.218045,7.368421,11837.35446
0.1,0.0008,62.556391,64.122807,0.001235,14.43609,15.93985,6.639098,27.781955,35.526316,17902.27314
0.370175,0.001568,43.709273,56.453634,0.001039,20.150376,11.503759,4.045113,5.225564,7.54386,20787.07414
0.782456,0.001428,55.639098,66.879699,0.000333,15.263158,16.578947,3.458647,30.93985,10.701754,4347.079607
0.454386,0.000572,47.017544,69.536341,0.001256,22.406015,15.488722,3.052632,48.533835,32.54386,10476.91351
