0.1	0.0004	40.0	55.0
0.1	0.0004	40.0	55.0
0.45	0.001	60.0	65.0
0.275	0.0013	50.0	70.0
0.625	0.0007	70.0	60.0
0.1875	0.00115	75.0	72.5
0.5375	0.00055	55.0	62.5
0.3625	0.00085	65.0	57.5
0.7125	0.00145	45.0	67.5
0.14375	0.001525	67.5	61.25
0.49375	0.000925	47.5	71.25
0.31875	0.000625	77.5	66.25
0.66875	0.001225	57.5	56.25
0.23125	0.000775	52.5	68.75
0.58125	0.001375	72.5	58.75
0.40625	0.001075	42.5	63.75
0.75625	0.000475	62.5	73.75
0.121875	0.001038	56.25	59.375
0.471875	0.000438	76.25	69.375
0.296875	0.000738	46.25	74.375
0.646875	0.001338	66.25	64.375
0.209375	0.000588	61.25	71.875
0.559375	0.001188	41.25	61.875
0.384375	0.001488	71.25	56.875
0.734375	0.000888	51.25	66.875
0.165625	0.000963	73.75	63.125
0.515625	0.001563	53.75	73.125
0.340625	0.001263	63.75	68.125
0.690625	0.000663	43.75	58.125
0.253125	0.001413	48.75	65.625
0.603125	0.000813	68.75	55.625
0.428125	0.000513	58.75	60.625
0.778125	0.001113	78.75	70.625
0.110938	0.001356	78.125	68.4375
0.460938	0.000756	58.125	58.4375
0.285938	0.000456	68.125	63.4375
0.635938	0.001056	48.125	73.4375
0.198438	0.000906	43.125	60.9375
0.548438	0.001506	63.125	70.9375
0.373438	0.001206	53.125	65.9375
0.723438	0.000606	73.125	55.9375
0.154688	0.000681	50.625	74.6875
0.504688	0.001281	70.625	64.6875
0.329688	0.001581	40.625	59.6875
0.679688	0.000981	60.625	69.6875
0.242188	0.001131	65.625	57.1875
0.592188	0.000531	45.625	67.1875
0.417188	0.000831	75.625	72.1875
0.767188	0.001431	55.625	62.1875
0.132813	0.000719	64.375	66.5625
0.482813	0.001319	44.375	56.5625
0.307813	0.001019	74.375	61.5625
0.657813	0.000419	54.375	71.5625
0.220313	0.001469	59.375	64.0625
0.570313	0.000869	79.375	74.0625
0.395313	0.000569	49.375	69.0625
0.745313	0.001169	69.375	59.0625
0.176563	0.001244	46.875	70.3125
0.526563	0.000644	66.875	60.3125
0.351563	0.000944	56.875	55.3125
0.701563	0.001544	76.875	65.3125
0.264063	0.000494	71.875	57.8125
0.614063	0.001094	51.875	67.8125
0.439063	0.001394	61.875	72.8125
0.789063	0.000794	41.875	62.8125
0.105469	0.001197	60.9375	62.65625
0.455469	0.000597	40.9375	72.65625
0.280469	0.000897	70.9375	67.65625
0.630469	0.001497	50.9375	57.65625
0.192969	0.000447	55.9375	65.15625
0.542969	0.001047	75.9375	55.15625
0.367969	0.001347	45.9375	60.15625
0.717969	0.000747	65.9375	70.15625
0.149219	0.000822	48.4375	58.90625
0.499219	0.001422	68.4375	68.90625
0.324219	0.001122	58.4375	73.90625
0.674219	0.000522	78.4375	63.90625
0.236719	0.001572	73.4375	71.40625
0.586719	0.000972	53.4375	61.40625
0.411719	0.000672	63.4375	56.40625
0.761719	0.001272	43.4375	66.40625
0.127344	0.000559	77.1875	62.03125
0.477344	0.001159	57.1875	72.03125
0.302344	0.001459	67.1875	67.03125
0.652344	0.000859	47.1875	57.03125
0.214844	0.001009	42.1875	69.53125
0.564844	0.000409	62.1875	59.53125
0.389844	0.000709	52.1875	64.53125
0.739844	0.001309	72.1875	74.53125
0.171094	0.001384	54.6875	55.78125
0.521094	0.000784	74.6875	65.78125
0.346094	0.000484	44.6875	70.78125
0.696094	0.001084	64.6875	60.78125
0.258594	0.000934	69.6875	73.28125
0.608594	0.001534	49.6875	63.28125
0.433594	0.001234	79.6875	58.28125
0.783594	0.000634	59.6875	68.28125
0.116406	0.000878	57.8125	71.09375
0.466406	0.001478	77.8125	61.09375
0.291406	0.001178	47.8125	56.09375
0.641406	0.000578	67.8125	66.09375
0.203906	0.001328	62.8125	58.59375
0.553906	0.000728	42.8125	68.59375
0.378906	0.000428	72.8125	73.59375
0.728906	0.001028	52.8125	63.59375
0.160156	0.001103	70.3125	67.34375
0.510156	0.000503	50.3125	57.34375
0.335156	0.000803	60.3125	62.34375
0.685156	0.001403	40.3125	72.34375
0.247656	0.000653	45.3125	64.84375
0.597656	0.001253	65.3125	74.84375
0.422656	0.001553	55.3125	69.84375
0.772656	0.000953	75.3125	59.84375
0.138281	0.001516	44.0625	74.21875
0.488281	0.000916	64.0625	64.21875
0.313281	0.000616	54.0625	59.21875
0.663281	0.001216	74.0625	69.21875
0.225781	0.000766	79.0625	56.71875
0.575781	0.001366	59.0625	66.71875
0.400781	0.001066	69.0625	71.71875
0.750781	0.000466	49.0625	61.71875
0.182031	0.000541	66.5625	67.96875
0.532031	0.001141	46.5625	57.96875
0.357031	0.001441	76.5625	62.96875
0.707031	0.000841	56.5625	72.96875
0.269531	0.001291	51.5625	60.46875
0.619531	0.000691	71.5625	70.46875
0.444531	0.000991	41.5625	65.46875
0.794531	0.001591	61.5625	55.46875
