1526915423.24	0.1	0.0004	40.0	55.0	2898.657476205097
1526915506.43	0.1	0.0004	40.0	55.0	7550.157516973813
1526915584.35	0.1	0.0004	40.0	55.0	9625.947580645161
1526915679.08	0.1	0.0004	40.0	55.0	4453.830822835701
1526915761.22	0.1	0.0004	40.0	55.0	6903.21602925
1526915858.24	0.1	0.0004	40.0	55.0	2517.92607803
1526915937.37	0.1	0.0004	40.0	55.0	5171.08752373
1526916022.38	0.1	0.0004	40.0	55.0	9500.53871063
1526916127.05	0.1	0.0004	40.0	55.0	10462.8444519
1526916209.43	0.1	0.0004	40.0	55.0	5630.93756549
1526916306.74	0.1	0.0004	40.0	55.0	3283.09813908
1526916394.65	0.1	0.0004	40.0	55.0	8031.57085566
1526916473.06	0.1	0.0004	40.0	55.0	4255.58124524
1526916570.75	0.1	0.0004	40.0	55.0	9206.15920916
1526916673.75	0.1	0.0004	40.0	55.0	6576.0601261
1526916771.4	0.1	0.0004	40.0	55.0	2345.10923803
1526916851.8	0.1	0.0004	40.0	55.0	5955.95485665
1526916929.5	0.1	0.0004	40.0	55.0	1846.96040551
1526916996.91	0.1	0.0004	40.0	55.0	3825.34549593
1526917085.84	0.1	0.0004	40.0	55.0	8769.33962957
1526917167.33	0.1	0.0004	40.0	55.0	3238.58762921
1526917256.26	0.1	0.0004	40.0	55.0	7289.88578416
1526917353.84	0.1	0.0004	40.0	55.0	10246.4950866
1526917434.27	0.1	0.0004	40.0	55.0	5244.75045375
1526917527.88	0.1	0.0004	40.0	55.0	6055.65830283
1526917614.58	0.1	0.0004	40.0	55.0	10588.477905
1526917718.8	0.1	0.0004	40.0	55.0	8657.27056032
1526917798.28	0.1	0.0004	40.0	55.0	3317.81576801
1526917898.4	0.1	0.0004	40.0	55.0	9342.26644973
1526917983.72	0.1	0.0004	40.0	55.0	4524.62184812
1526918060.99	0.1	0.0004	40.0	55.0	2592.02348834
1526918154.53	0.1	0.0004	40.0	55.0	6903.49745621
1526918253.89	0.1	0.0004	40.0	55.0	8620.60067094
1526918354.35	0.1	0.0004	40.0	55.0	4030.15619335
1526918442.48	0.1	0.0004	40.0	55.0	2082.54596013
1526918523.92	0.1	0.0004	40.0	55.0	6570.84503518
1526918617.15	0.1	0.0004	40.0	55.0	5303.63354373
1526918697.29	0.1	0.0004	40.0	55.0	9654.56855754
1526918788.55	0.1	0.0004	40.0	55.0	7651.05656016
